"","sampleID","group","condition","hepatotoxic","STARK_PREFRONTAL_CORTEX_22Q11_DELETION_DN","PEREZ_TP53_TARGETS","GOBERT_OLIGODENDROCYTE_DIFFERENTIATION_DN","WP_EGFEGFR_SIGNALING_PATHWAY","REACTOME_RHO_GTPASE_CYCLE","WP_FOCAL_ADHESION","YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_13","STARK_PREFRONTAL_CORTEX_22Q11_DELETION_UP","MARTENS_TRETINOIN_RESPONSE_DN","REACTOME_CDC42_GTPASE_CYCLE","KEGG_FOCAL_ADHESION","WP_FOCAL_ADHESION_PI3KAKTMTORSIGNALING_PATHWAY","REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX","REACTOME_MITOCHONDRIAL_TRANSLATION","REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES","KIM_WT1_TARGETS_12HR_UP","REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21","KEGG_PATHWAYS_IN_CANCER","REACTOME_METABOLISM_OF_POLYAMINES","GRESHOCK_CANCER_COPY_NUMBER_UP","WP_HIPPO_SIGNALING_REGULATION_PATHWAYS","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES","WONG_MITOCHONDRIA_GENE_MODULE","REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE","STARK_HYPPOCAMPUS_22Q11_DELETION_UP","CERVERA_SDHB_TARGETS_1_UP","SERVITJA_LIVER_HNF1A_TARGETS_DN","SCHLESINGER_METHYLATED_DE_NOVO_IN_CANCER","BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_CELLS_UP","WANG_LSD1_TARGETS_UP","MIKKELSEN_ES_ICP_WITH_H3K4ME3_AND_H3K27ME3","RODWELL_AGING_KIDNEY_NO_BLOOD_UP","CHEOK_RESPONSE_TO_HD_MTX_UP","SMID_BREAST_CANCER_LUMINAL_B_DN","OSADA_ASCL1_TARGETS_DN","UEDA_PERIFERAL_CLOCK","WP_ZINC_HOMEOSTASIS","LI_CISPLATIN_RESISTANCE_DN","HELLER_SILENCED_BY_METHYLATION_UP","NABA_ECM_AFFILIATED","DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_DN","WALLACE_PROSTATE_CANCER_DN","ICHIBA_GRAFT_VERSUS_HOST_DISEASE_35D_DN","SEMBA_FHIT_TARGETS_DN","SERVITJA_ISLET_HNF1A_TARGETS_UP","LIEN_BREAST_CARCINOMA_METAPLASTIC","SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM5","VERRECCHIA_RESPONSE_TO_TGFB1_C1","HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_1_UP","YAMASHITA_METHYLATED_IN_PROSTATE_CANCER","NADLER_OBESITY_UP","BROWN_MYELOID_CELL_DEVELOPMENT_UP","GRAHAM_CML_QUIESCENT_VS_NORMAL_DIVIDING_DN","REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS","REACTOME_NEUTROPHIL_DEGRANULATION","LEI_MYB_TARGETS","WUNDER_INFLAMMATORY_RESPONSE_AND_CHOLESTEROL_DN","MARTINEZ_RB1_AND_TP53_TARGETS_UP","SANSOM_APC_TARGETS_DN","REACTOME_SIGNALING_BY_INTERLEUKINS","LENAOUR_DENDRITIC_CELL_MATURATION_UP","FERRANDO_TAL1_NEIGHBORS","MARSON_FOXP3_TARGETS_UP","LENAOUR_DENDRITIC_CELL_MATURATION_DN","REN_ALVEOLAR_RHABDOMYOSARCOMA_DN","MA_MYELOID_DIFFERENTIATION_UP","REACTOME_INNATE_IMMUNE_SYSTEM","DEMAGALHAES_AGING_UP","RUTELLA_RESPONSE_TO_HGF_UP","REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION","GREENBAUM_E2A_TARGETS_DN","QI_PLASMACYTOMA_UP","HOFFMANN_SMALL_PRE_BII_TO_IMMATURE_B_LYMPHOCYTE_UP","REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION","LUI_THYROID_CANCER_CLUSTER_4","JIANG_AGING_HYPOTHALAMUS_DN","WAESCH_ANAPHASE_PROMOTING_COMPLEX","WP_CLASSICAL_PATHWAY_OF_STEROIDOGENESIS_WITH_GLUCOCORTICOID_AND_MINERALOCORTICOID_METABOLISM","BIOCARTA_ACETAMINOPHEN_PATHWAY","REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_LIMIT_CHOLESTEROL_UPTAKE","WP_FARNESOID_X_RECEPTOR_PATHWAY","REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION","WP_CATALYTIC_CYCLE_OF_MAMMALIAN_FLAVINCONTAINING_MONOOXYGENASES_FMOS","REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING","DACOSTA_LOW_DOSE_UV_RESPONSE_VIA_ERCC3_XPCS_DN","REACTOME_INTESTINAL_ABSORPTION","KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION","REACTOME_DISEASES_OF_METABOLISM","WAKABAYASHI_ADIPOGENESIS_PPARG_BOUND_36HR","KOHOUTEK_CCNT1_TARGETS","REACTOME_NOSTRIN_MEDIATED_ENOS_TRAFFICKING","WP_DRUG_INDUCTION_OF_BILE_ACID_PATHWAY","WAKABAYASHI_ADIPOGENESIS_PPARG_RXRA_BOUND_36HR","ELVIDGE_HIF1A_TARGETS_DN","NIKOLSKY_BREAST_CANCER_17Q21_Q25_AMPLICON","REACTOME_DIGESTION_AND_ABSORPTION","LOPEZ_MESOTHELIOMA_SURVIVAL_UP","GRAESSMANN_APOPTOSIS_BY_SERUM_DEPRIVATION_DN","MODY_HIPPOCAMPUS_POSTNATAL","CHEN_LVAD_SUPPORT_OF_FAILING_HEART_UP"
"63","X63_o_.bam.txt","Group4","treatment","cancer",-0.5063445,0.3086589,0.2247297,0.4059715,0.419128,0.3991038,-0.6043334,0.4731591,-0.3873109,0.5323535,0.3923856,0.2852981,-0.5673225,-0.679999,-0.5940227,0.41721,-0.5554639,0.2921641,-0.6077457,0.3449033,0.3927439,0.3102838,-0.6035012,-0.4289874,0.5167342,0.00509909,-0.06653287,0.0596571,0.2723456,-0.131756,0.1029711,0.1062418,0.1228966,0.08623912,0.1606497,-0.1378546,-0.07759806,-0.2099034,0.231066,0.09132801,-0.1003952,0.007855915,-0.02941366,0.06594828,0.09026065,-0.06033444,0.04036158,-0.1027794,0.04544839,0.08814595,0.4108793,0.1647956,0.8426753,0.1388277,0.1059529,-0.02258972,0.5987817,0.01487425,0.06486749,0.1592121,0.1539588,0.347322,0.2568663,0.1428513,-0.03957828,0.08651355,0.1397593,0.07788247,0.07954402,0.2979305,0.1515062,0.3733967,0.1591182,0.03346556,0.7505704,-0.2516674,-0.05050809,0.264949,-0.1737369,-0.04209047,-0.237149,-0.2047038,-0.3462071,-0.1379864,0.2274325,0.04282761,-0.2530625,-0.03596747,-0.1450092,-0.04520651,-0.001004904,-0.3342872,-0.1070023,0.1069944,0.03467953,-0.01902084,-0.05322155,0.04609894,-0.0567239,-0.13186
"64","X64_o_.bam.txt","Group4","treatment","cancer",-0.242658,0.0996659,0.1122172,0.1735385,0.1601915,0.2291061,-0.2421011,0.1801431,-0.1639948,0.1178488,0.2258031,0.2131028,-0.07484455,-0.3482411,-0.04196449,0.1577712,-0.2173212,0.1814788,-0.1171642,0.04925582,0.1826453,0.1971949,-0.3002518,-0.1648882,0.07882244,0.2264877,-0.2680233,0.2519024,-0.1309843,0.4139952,-0.05741544,0.1439284,0.2087008,-0.00253077,0.374839,-0.1311247,0.02504078,0.3534177,0.08698566,-0.1714533,0.3947044,-0.0259029,-0.2175119,0.6128089,0.1860733,0.4788227,0.02253657,0.2424915,0.468152,-0.04699867,0.05553569,-0.07249977,0.006037049,-0.02026501,-0.1510001,0.0404237,0.1224404,0.007911036,0.004706186,-0.06044849,-0.05387211,-0.3491836,0.09426712,-0.02678694,0.002250516,-0.0360469,-0.04719348,0.02702701,0.0001473797,0.1207506,0.253125,0.03156862,-0.1471847,-0.187299,0.2168302,0.1012835,0.05360733,0.3933083,-0.1606595,0.3323035,0.3172666,0.2467597,-0.1682181,0.129659,0.5350947,0.2382987,0.3924177,0.03462285,0.1955385,0.006156249,0.2247162,0.1801234,0.07729503,0.1628211,0.1249737,0.3757677,0.008011261,0.1871236,0.1734192,0.3248021
"65","X65_o_.bam.txt","Group4","treatment","cancer",-0.4230601087,0.184986893,0.2393485613,0.2468667149,0.2067880408,0.3043277643,-0.4498609367,0.3009491104,-0.240253739,0.288996049,0.3363900085,0.2334998863,-0.4659873385,-0.6271687212,-0.5081236391,0.3214270661,-0.483999789,0.1308827352,-0.5395518163,0.2300743424,0.3359788796,0.253817265,-0.5821006366,-0.3690960047,0.3408622738,0.380898349,-0.4458087796,0.2274369858,0.3567746235,0.4409081038,0.441265115,0.2574425448,0.308155617,0.2196927667,0.3121214422,-0.3586709028,-0.3111769221,0.2976102754,0.1625159897,0.2424276715,0.3366463992,0.3362595917,-0.3976223803,0.5947630369,0.2778167506,0.632159454,0.3514181812,0.5358521462,0.5053909403,0.4190750323,-0.0844761074,-0.1624882805,0.2199939134,-0.397793426,-0.2788681863,-0.045019455,0.0444841043,-0.0032482225,-0.1166159029,-0.0359165558,-0.0557027521,-0.379120112,0.0237436707,-0.018931178,0.1578394307,-0.2295193222,-0.2103013951,-0.102926857,-0.0383424832,-0.2630782153,0.2006282283,0.046943995,-0.131990595,-0.3014007818,-0.3060667816,-0.1665837743,-0.5051083461,-0.1724154287,0.3105501863,-0.021567063,-0.3944152223,0.529832347,0.1228961011,0.0629637998,-0.1787735588,0.0363786689,0.0199912489,0.0055430797,0.1119165514,0.0296566133,0.4066935555,-0.1457378338,0.0122803565,0.2944966861,-0.0105470418,-0.0406880582,-0.0478540162,0.1258484084,-0.0894256307,0.4252480143
"66","X66_o_.bam.txt","Group4","treatment","cancer",-0.437825,0.1947501,0.2088126,0.1716509,0.1469942,0.2646288,-0.4940991,0.2847869,-0.2101044,0.2179943,0.2796294,0.228776,-0.4650992,-0.6041703,-0.5642319,0.3092013,-0.4649515,0.1384538,-0.5655844,0.2309174,0.05425962,0.1363843,-0.5955095,-0.3838712,0.3092451,0.359736,-0.4706072,0.242475,0.3433339,0.3646732,0.3445709,0.1561702,0.3398577,0.1839461,0.2962306,-0.3744927,-0.3078732,0.2623539,0.2033433,0.2484935,0.3987489,0.3132339,-0.5048485,0.5932214,0.1559976,0.5073502,0.1931781,0.3780405,0.3079742,0.2453631,-0.3528053,-0.08910924,-0.2064337,-0.3490956,-0.3010867,-0.133809,-0.5681991,-0.1213199,-0.09334195,-0.05406773,-0.134913,-0.09993802,0.004804632,0.002765572,-0.02996949,-0.04638321,-0.2325888,-0.313692,-0.1076342,-0.1778587,0.00461365,0.001120507,-0.1382999,-0.2102843,-0.2106155,-0.04459041,-0.3328569,0.4016534,0.4393671,0.0739095,-0.5794515,0.291023,-0.04745973,-0.3709988,-0.1323607,-0.008102522,-0.2731589,-0.1024655,0.02339329,-0.2199866,0.4857705,-0.2729747,-0.1026864,0.2648767,0.01313757,-0.2554236,0.2585746,0.109465,-0.02268665,0.3165565
"67","X67_o_.bam.txt","Group4","treatment","cancer",-0.5085643,0.2914222,0.279555,0.3651998,0.3876348,0.3939949,-0.5569464,0.4585581,-0.3787921,0.4808194,0.4218588,0.3593825,-0.6354043,-0.6769267,-0.6425088,0.4511628,-0.5942889,0.3270004,-0.6067559,0.3157835,0.3343593,0.3222264,-0.5573374,-0.4825336,0.4727328,0.2202339,-0.2444328,0.2118409,0.1893811,0.2771136,0.4510876,0.1677048,0.2553052,0.1886363,0.1361285,-0.1968624,-0.3219252,0.006326347,0.1022951,0.3165244,0.06066227,0.261016,-0.0467114,0.1826713,0.1939658,0.3834899,0.113448,0.09562264,0.006317156,0.05731011,0.2657027,0.05098335,0.3475422,0.06701667,-0.05610775,0.1329519,0.1544379,-0.003336961,0.07145596,0.007944332,0.07845728,0.2962944,0.173958,0.111056,0.1521883,-0.005730456,-0.04287037,-0.06371495,0.03955288,0.09268583,-0.08254712,0.07949427,0.1121225,0.001025486,0.3380597,0.01287636,-0.2757105,0.3014923,0.2530532,-0.4697166,-0.08707006,-0.1720112,0.1409543,0.2066408,-0.2027097,0.5205252,0.1031829,0.07107015,-0.1262591,0.3039358,0.4983888,0.01262555,-0.09257835,0.1658001,0.04575578,0.2709662,0.0535224,0.0659926,0.08449802,0.1597894
"68","X68_o_.bam.txt","Group4","treatment","cancer",-0.3974831805,0.2436228898,0.2385996025,0.3578108104,0.3029347096,0.3474783012,-0.433578253,0.3124535373,-0.3325512964,0.4299300577,0.3904700908,0.3420562465,-0.5526110031,-0.5252144082,-0.5962622592,0.4557005826,-0.5311440441,0.3306791559,-0.5435666155,0.1920459246,0.3464288381,0.2884513707,-0.4591933534,-0.3763555879,0.3886459059,0.2289923494,-0.1697753187,0.2045536339,0.0711190494,0.2182495121,0.3580043481,0.2232987494,0.1030601563,0.163027957,0.3657639973,-0.0593155278,-0.2907256301,0.0894777071,0.0464662736,0.3105791775,0.2659258166,0.1671320775,-0.0208600154,0.1943439571,0.2698823334,0.3772792129,0.1016396294,0.3520980092,0.3365514657,-0.0076807106,0.4818479816,0.2361973053,0.4357258105,0.2580490847,0.1056394502,0.1894677902,0.6237831727,0.18003416,0.1009478596,-0.0179337308,0.1926288969,0.3144112036,0.2420897082,0.1326742305,0.3169842685,0.163431182,0.0430938566,0.0683672598,0.0542601173,0.420902175,0.0573845742,0.092382721,-0.0172085398,0.3047671173,0.6551924368,0.2197837627,0.0625902959,0.2915340052,0.2551907167,0.1612933062,0.0344695943,0.2258294773,0.6757522606,0.3707095887,-0.0982693881,0.523497207,0.0373581262,0.1619575313,-0.1852775234,0.3050314653,0.6429823076,-0.0134085633,0.089374579,0.2053289728,0.0919887566,0.4067570209,0.1471798161,0.1014138099,0.2664193201,0.1378282946
"69","X69_o_.bam.txt","Group4","treatment","cancer",-0.4745001622,0.2635495736,0.2466628647,0.3682820561,0.2701819897,0.3553612,-0.5844910197,0.4663363376,-0.3359237693,0.2921969809,0.3766380339,0.2960136852,-0.6073564517,-0.5681029085,-0.5942562019,0.3097763619,-0.5420317758,0.270296639,-0.5943134458,0.2980652456,0.3099916713,0.248450438,-0.4505013648,-0.4895046772,0.3423152018,-0.1216565971,0.1146310559,-0.1998144563,-0.3035894769,-0.1916578831,0.0229867655,-0.0530796121,-0.2955539613,-0.1718617753,-0.0850777818,0.1319414599,0.2954391798,-0.3930985498,-0.1260534542,-0.1918001803,-0.0012229473,-0.20142284,0.2769348824,-0.3714910317,-0.2437779307,-0.0913857585,-0.1742845494,-0.0225553965,-0.3709977252,-0.2467860705,-0.1640822199,-0.1386975513,0.041432352,-0.3014444487,-0.1671553543,-0.0322531487,-0.0239887501,0.0424930346,-0.2048172415,-0.0045790562,-0.0990946179,-0.0752680213,-0.0060646449,-0.1868907861,0.0189279957,0.0968996033,-0.0959222323,-0.2536490667,-0.0814822466,0.1222716408,0.0079314911,-0.2372868315,-0.2707813291,-0.1733362265,0.0304408967,-0.0221256601,-0.1146031987,0.2183379764,0.0217752548,-0.0790505318,0.1312760567,-0.115686829,0.350640248,-0.1524652548,-0.0991628096,0.3653577725,0.0368768696,0.0891077656,0.1768857222,-0.0621903391,0.2390542802,-0.0731836061,0.1421637772,0.1846426838,0.0630205885,-0.2253474012,0.0349005572,0.0005454785,-0.1486700047,0.2904851587
"70","X70_o_.bam.txt","Group4","treatment","cancer",0.4406518,-0.2455718,-0.1797368,-0.2697971,-0.3714568,-0.3162005,0.438771,-0.3971551,0.354607,-0.4292553,-0.3370297,-0.2549084,0.3899563,0.6264162,0.3568227,-0.3397092,0.4536909,-0.2462639,0.4862995,-0.2620647,-0.4363784,-0.2364157,0.5314244,0.2895335,-0.4546729,-0.2560669,0.175073,-0.01572107,-0.2569459,0.01571772,-0.2816228,-0.2059004,-0.4080688,-0.139516,-0.4368891,0.1163457,0.3576382,-0.2658634,-0.125713,-0.1574331,-0.1689051,-0.3943829,0.03471783,-0.41116,-0.2720657,-0.3948819,-0.2348903,-0.5761323,-0.3298136,-0.0790771,0.2513641,0.02198911,0.4345138,0.1763682,0.1759294,0.1047443,0.4439531,0.1478523,0.03147808,0.1099952,-0.005442181,0.3095327,0.1039527,0.01271537,0.1055692,0.293834,0.105891,0.2515797,0.007389335,0.3285425,0.3040325,0.03350874,0.1156296,-0.001361659,0.5231279,-0.139376,-0.01130904,0.02688437,0.06099226,0.03187123,-0.2258925,0.122713,0.7629207,0.1898465,-0.1848053,0.2999595,0.02739298,-0.146361,0.1698516,-0.02951335,-0.1113859,-0.152514,0.1803164,-0.1962465,-0.03460255,-0.3808809,0.00871577,-0.0461556,-0.06847511,-0.04736466
"71","X71_o_.bam.txt","Group4","treatment","cancer",0.1335025,-0.004354302,-0.04736022,0.1138542,-0.0248993,-0.1015462,-0.135615,-0.004600523,0.1309321,-0.1061637,-0.08963876,0.04930348,-0.1413364,0.258435,-0.05132971,0.2450723,0.06085641,-0.01259568,0.1001736,-0.05531254,0.05912772,0.005305766,0.3245291,0.05954504,0.2236018,-0.2900522,0.3096495,-0.3945016,-0.3421796,-0.1969715,-0.3653634,-0.1647,-0.5631662,-0.1744197,-0.4653047,0.3544231,0.4790409,-0.4204935,-0.3275098,-0.261801,-0.3303747,-0.4475146,0.432663,-0.5282967,-0.3400349,-0.3525038,-0.4112269,-0.5225317,-0.5353649,-0.3181986,0.3022217,-0.01865665,-0.1544893,0.3323827,0.1190655,0.1627175,0.3925896,0.06136879,-0.03192436,0.0103589,-0.04104529,0.3803493,0.008352442,-0.09423638,0.1175628,0.3517316,0.05432964,-0.1818331,-0.05268152,0.3609492,-0.1547668,-0.2602581,0.01810879,0.0623599,-0.2382422,0.2094062,-0.3354736,0.3774748,0.2639684,0.1338492,0.4035178,0.07629156,0.7383449,0.215215,0.370178,0.9115256,0.15722,0.1375898,0.1736815,0.1287466,0.4112486,0.2658725,0.2203904,0.1783198,0.06441631,0.1277634,-0.1951115,0.07384866,0.1883716,0.01028363
"72","X72_o_.bam.txt","Group4","treatment","cancer",-0.3998192,0.2962294,0.1737763,0.3824414,0.3459742,0.3594552,-0.5343741,0.3935354,-0.29688,0.4523026,0.3757687,0.3612634,-0.5812093,-0.5318674,-0.5864419,0.4005519,-0.5109406,0.2969236,-0.524387,0.3016277,0.4449651,0.284982,-0.4675302,-0.4740424,0.4719086,-0.04653692,0.1222632,-0.08889427,-0.1670023,0.05225391,0.1061283,-0.009284656,-0.4796802,-0.05089523,0.02465735,0.1834188,0.3039918,0.002489315,-0.183515,-0.07679584,-0.002478583,0.1538405,0.2939891,-0.5714272,-0.09404483,0.1146244,-0.1126017,-0.0145751,-0.1566602,-0.1901119,0.07962184,-0.07181042,-0.2278641,0.1666357,-0.06144116,0.0246498,-0.2306229,-0.005353552,-0.02751143,-0.02961108,0.001997672,0.246907,0.01671892,0.03820947,0.0833677,0.1457564,-0.0649259,-0.09315271,-0.07922966,0.2291246,-0.002452312,-0.07994602,0.007810196,-0.08168851,-0.1752935,0.1365865,-0.0816688,0.2873906,0.09929294,0.2429738,-0.1294106,0.1378266,0.02282312,-0.2200529,0.1003725,0.7431254,0.1281177,0.1807895,0.2377742,-0.148871,0.4789118,-0.1379976,-0.004504936,0.2279001,0.07000119,0.3579742,-0.2903642,0.05560667,0.09001318,0.1397239
"73","X73_o_.bam.txt","Group4","treatment","cancer",-0.3432830964,0.1660474061,0.1806914454,0.3334396809,0.2917824159,0.3201009365,-0.4291895717,0.3371446141,-0.2985787726,0.306580525,0.3470375876,0.2693735963,-0.4450717261,-0.4650333665,-0.4327818157,0.3219408721,-0.383547618,0.2632368108,-0.3659589689,0.225730155,0.4230032521,0.2433438152,-0.316638763,-0.323049925,0.3879212781,-0.2730214795,0.2408215931,-0.1570658889,-0.27013788,-0.3705121371,-0.1477094494,-0.0117086013,-0.5634935845,-0.1106966758,-0.255801595,0.2774202184,0.326974311,-0.2434680559,-0.1807328226,-0.1402365259,-0.3087351466,-0.2190273756,0.2627161503,-0.5123275577,-0.1421732078,-0.0190675968,-0.1701340365,-0.2517921839,-0.1446929953,-0.1947277846,0.2640061125,-0.0156882649,-0.1199450026,0.3792313071,0.1019889832,0.1508407472,0.4236634923,0.1389077125,0.1666842326,0.0146422732,0.1096568379,0.4331447706,0.0887066935,0.031478336,0.184717058,0.1272958041,0.0806996775,0.0038224097,0.0257981417,0.0928758766,0.0392684194,-0.0070804744,0.1030552257,0.1031166603,-0.2471668459,0.3009309101,-0.1216829057,0.5700853137,0.2784987986,0.0384869518,0.1959440294,0.0019594425,0.1753907219,0.0793018489,0.3704453576,0.8592400116,-0.0632811965,0.1340114339,0.2298666303,0.3627986308,-0.0099063046,0.4066060242,0.1057323853,0.0767067727,0.065937729,0.5554988931,0.1168627031,0.0406602072,0.2040912757,-0.0037084649
"74","X74_o_.bam.txt","Group4","treatment","cancer",0.313723,-0.1995123,-0.07075156,-0.2483115,-0.2355661,-0.2649252,0.262936,-0.3380049,0.2156806,-0.3474487,-0.2897161,-0.1513228,0.2428056,0.4982883,0.281786,-0.1296995,0.3356425,-0.214669,0.373935,-0.2494584,-0.1767381,-0.1957722,0.4591998,0.2200408,-0.3526739,-0.389091,0.2486932,-0.3282178,-0.3427386,-0.2290963,-0.4028386,-0.2048706,-0.516038,-0.07984282,-0.3899952,0.2827481,0.2392062,-0.379813,-0.1580693,-0.2880693,-0.4514631,-0.4443952,0.2933482,-0.6653852,-0.3549377,-0.3747612,-0.351021,-0.4967096,-0.297859,-0.2443538,0.2259448,0.05645598,-0.08683427,0.4276634,0.1921005,0.1158817,0.4910536,0.1621312,0.1667089,0.03390743,-0.1269999,0.554733,0.2510412,-0.07458965,0.07521957,0.1887904,0.1161944,0.1211518,0.09005232,0.3866311,0.1444418,0.06651731,0.1943819,-0.04422903,0.07264066,0.101618,-0.1699302,0.4259584,0.4648448,0.1658618,0.2290658,0.1147738,0.7420434,0.3596722,-0.07282951,0.8996558,-0.06687517,-0.04512445,0.04675364,0.1794379,0.0142231,0.5580505,0.1880811,-0.003643454,-0.04964772,0.350941,-0.09175958,-0.01073782,0.01229742,-0.2466435
"75","X75_o_.bam.txt","Group4","treatment","cancer",-0.5053293,0.321299,0.2861957,0.4112566,0.4136894,0.3526045,-0.5982228,0.5076323,-0.3865817,0.5059529,0.360269,0.3252588,-0.6244199,-0.6532347,-0.6777988,0.3866941,-0.5960765,0.2791822,-0.6490361,0.3509064,0.4327028,0.2855265,-0.5399749,-0.5043177,0.497284,0.1328179,0.01303087,0.1020471,0.2089073,0.05740729,0.1561044,0.07119561,0.05260695,0.03627537,0.2305696,0.04888157,0.1650144,-0.09663384,0.1297082,0.1526471,0.1343039,0.1187401,0.2111512,-0.1106032,0.05176541,0.1433592,-0.05766605,-0.09541366,-0.03987487,0.1139803,0.2592665,0.1078718,0.224804,0.02230115,-0.03113872,0.02661216,0.2900025,0.03470459,0.1106555,0.09556226,0.07368529,0.1857171,0.2149133,0.09866611,0.09714423,0.03810799,0.01547464,-0.07548693,0.0123734,0.4077779,0.2359803,0.1735226,0.09949223,-0.02460799,0.3623489,0.01371772,-0.1855077,0.4048471,0.1466964,-0.2240222,0.1777231,-0.2049116,0.4448667,0.02357127,-0.03851753,0.5595516,0.05145924,0.1306999,0.1142404,0.04013321,0.5131258,0.180162,-0.04837066,0.1786663,0.02006145,0.1003346,-0.004371846,0.1567888,-0.09665773,0.3189571
"76","X76_o_.bam.txt","Group4","treatment","cancer",-0.5029076,0.3213689,0.2882636,0.3732665,0.3965124,0.399969,-0.6006044,0.4583866,-0.3680015,0.4891196,0.4129944,0.388473,-0.647445,-0.6641827,-0.6878145,0.4584944,-0.6196082,0.3463155,-0.6578587,0.3648429,0.3703343,0.2968447,-0.5394669,-0.5263388,0.5212044,0.2168087,-0.08961639,0.1421976,0.1836065,0.1238447,0.3061575,0.1492105,-0.007634769,0.1413347,0.350542,-0.0172403,-0.07557135,0.007605254,0.1820172,0.1484097,0.3177314,0.1803298,0.1079769,0.006781658,0.196982,0.2359908,0.04354261,0.06525501,0.1458701,-0.06961721,0.3687514,0.133004,0.5336019,0.1031436,-0.04345541,0.04944816,0.4240355,0.02536179,0.1248327,0.09804167,0.1219249,0.4229291,0.286556,0.1035208,0.1284227,0.1448937,-0.01076863,0.09718395,0.0274626,0.2451233,0.3563218,0.241636,0.2166233,-0.01768031,0.5360093,0.05057821,-0.2538231,0.3613272,0.06674119,-0.2071261,0.1192786,-0.1428319,0.3835881,-0.06340862,-0.2681156,0.4632615,0.1537455,0.1275206,0.08130418,-0.0296666,0.5590724,-0.1058583,-0.08800523,0.1694059,0.02208198,0.1933923,0.1610925,0.229967,-0.1077445,0.3349183
"77","X77_o_.bam.txt","Group4","treatment","cancer",-0.480699,0.2882795,0.2323097,0.4345999,0.4210825,0.414693,-0.530872,0.4968392,-0.4192771,0.53568,0.4536943,0.3316484,-0.5620692,-0.6424336,-0.6238355,0.3741487,-0.5617193,0.3252478,-0.5656997,0.317583,0.3979491,0.325836,-0.5421523,-0.343512,0.5241406,0.2800091,-0.1246716,-0.06011788,0.1805044,0.2347056,0.171001,0.1268919,0.04657726,0.03992643,0.4663163,-0.05399038,-0.007371152,0.2314933,0.1713791,0.1795556,0.1569739,0.2004283,0.02783679,0.5920918,0.1509446,-0.07171241,0.02073211,0.1382209,0.1152571,0.006660037,0.2982134,0.044657,0.5617145,0.2869599,-0.05444626,0.1546638,0.3218734,0.03769544,0.04886787,0.03120527,0.1926648,0.2168082,0.1010145,-0.05465765,0.1234519,-0.07963746,-0.03740834,-0.07465318,0.008428262,0.3428549,0.2685784,0.07680979,0.1846902,0.2905131,0.5403092,-0.120325,0.3010669,0.3021102,-0.06040635,-0.003709317,-0.1790826,-0.1359176,-0.1435863,0.1085374,0.06443391,0.4371228,0.02143189,0.01972593,-0.0645621,0.1111595,0.4247947,0.0921914,-0.2008836,0.1228759,-0.06122642,0.532178,-0.04726659,0.1509328,-0.06022217,-0.1075227
"78","X78_o_.bam.txt","Group4","treatment","cancer",-0.4971559083,0.3009287609,0.2372505616,0.4079785018,0.4004953092,0.3840954011,-0.5192471592,0.4489474018,-0.3614405769,0.5310067786,0.4217951232,0.3150415662,-0.5818374804,-0.6234565811,-0.6478830428,0.3730672588,-0.5636941046,0.2980531925,-0.6301694224,0.3047771575,0.398330674,0.303196459,-0.5502968355,-0.3720102852,0.5375749886,0.2061959041,-0.1368540265,0.0120133404,0.250473233,0.1564600983,0.2965111509,0.1899162431,-0.0624171425,0.0628619332,0.5051248747,-0.1294679973,-0.1821155738,0.2013970321,0.2148882543,0.2968746215,0.2367823066,0.2551777276,-0.0102331122,0.4579064422,0.2107737673,0.1132792603,0.0015262111,0.2300550825,0.1989592145,0.0052225911,0.3434846372,0.1293758943,0.4425210535,0.219775304,-0.0226792164,0.1749416755,0.3404036464,0.0056053551,0.0352803971,0.0444394073,0.2536260304,0.0426948816,0.126132481,0.0626805699,0.1454740744,0.0199145832,-0.0415717344,0.000496421,0.0254369582,0.3357939775,0.3705514732,0.1219258965,0.2493722614,0.2712388813,0.5236275946,-0.1323727634,0.0390885973,0.3417306299,-0.004634555,0.0399914762,-0.2313915113,-0.1940426458,-0.1077534167,0.0683657757,-0.0912442702,0.4387763539,-0.04850681,0.0682006015,-0.018380703,0.1134441424,0.4852839673,-0.0766068624,-0.1482871499,0.0869405132,0.0018099068,0.5890951821,-0.0222750724,0.1662606239,-0.1163927803,-0.1039950273
"79","X79_o_.bam.txt","Group4","treatment","cancer",-0.4280768,0.194182,0.1581152,0.3371409,0.3025427,0.2388067,-0.5660662,0.3885614,-0.3190735,0.3552845,0.2596332,0.2108093,-0.4853654,-0.5385217,-0.5706891,0.3370398,-0.4658786,0.2490759,-0.5295897,0.2916294,0.2750395,0.2100024,-0.427371,-0.2266179,0.4956883,-0.2839969,0.1026501,-0.3395147,-0.2951237,-0.3827405,-0.2158366,-0.2468938,-0.1907847,-0.1915637,-0.2692498,0.1066599,0.1645894,-0.3703448,-0.2475324,-0.2150844,-0.3495292,-0.4241264,0.2226166,0.2165441,-0.2549017,-0.344282,-0.1628197,-0.3877838,-0.1096308,-0.1534401,-0.1636905,-0.1177169,0.1506874,0.03315317,-0.1171742,0.08083907,0.4610752,-0.009011868,-0.1176736,-0.0889995,-0.09501659,-0.3295673,0.004365566,-0.1846193,-0.0295348,0.09696799,-0.08064413,-0.2939034,-0.1279154,0.1457317,-0.09628733,-0.2631299,-0.1170273,0.08155781,0.2172519,-0.00199533,0.03234704,-0.1696282,-0.3942938,-0.09417116,0.1645387,0.0365342,0.6404535,-0.1734221,0.1301084,0.3707271,0.1021043,0.03314852,0.002681664,-0.09013261,0.3570375,0.1882782,-0.1782783,-0.01676779,0.04199732,0.1726426,-0.07096025,0.07659276,-0.07005061,0.07332189
"80","X80_o_.bam.txt","Group4","treatment","cancer",-0.4166795,0.2437233,0.1606727,0.3460216,0.3296164,0.2981572,-0.5585384,0.3938841,-0.3184276,0.4422125,0.3254814,0.2309783,-0.5515368,-0.5166765,-0.6461373,0.3694554,-0.5534637,0.2631956,-0.6119028,0.3043557,0.272932,0.2254653,-0.5075771,-0.3763193,0.4306259,-0.1275543,0.02829941,-0.2565185,-0.1762623,-0.3358618,-0.01976197,-0.1453887,0.01117576,-0.1093054,0.2075031,0.07669773,0.0981257,-0.4354724,-0.09925051,-0.1930142,-0.1051438,-0.4010074,0.1640016,0.2042144,-0.2292846,-0.3204634,-0.08782254,-0.1110968,-0.2019637,-0.2127999,-0.1006853,-0.1389117,0.2842745,-0.08781564,-0.1290298,0.1520897,0.5189967,-0.01056938,-0.09694537,-0.1058866,-0.09622023,0.03984601,0.02299437,-0.1200103,-0.06071368,0.02509612,-0.113185,-0.304282,-0.1010603,0.3790004,0.04550105,-0.1910151,-0.02280831,0.1384804,0.1787741,-0.07058787,-0.08261881,0.1213845,-0.284916,-0.2429539,0.1325375,0.1427308,0.502971,0.09067403,0.1689045,0.4157253,0.1194697,0.0259165,0.03929687,-0.1116094,0.2593817,0.09341256,-0.1160428,0.09527121,0.012512,0.2387585,-0.01420003,0.06304015,-0.02368837,0.166256
